broker_number,total_purch_amount,total_purch(%),total_sell_amount,total_sell(%),matching_summary,matching(%),total_turn_over(%),turn_over_vs_market,Buy/Sell_Ratio
58,96914367.29999998,61.46379487913892,60762794.50000001,38.536205120861084,5001934.199999999,3.172262959898102,157677161.79999998,9.519610981082343,1.594962313657249
49,92747319.69999999,54.84257730776603,76368218.36000001,45.157422692233965,3217355.4,1.9024599613422417,169115538.06,10.210192235890595,1.2144753628111218
45,92092684.80000001,51.389445184759566,87112761.89999999,48.61055481524044,4498823.1,2.5104276587816456,179205446.7,10.819361020963573,1.0571663989452735
34,75488116.29999998,52.24897258914197,68989588.34999998,47.75102741085802,2179111.6,1.5082684247226519,144477704.64999998,8.722706116769482,1.0941957780213367
33,59849396.600000024,48.23174518773348,64237750.50000001,51.76825481226652,4233688.2,3.411866820169645,124087147.10000002,7.4916453001777725,0.9316857476196962
42,57635656,44.06760236562533,73153524.50000001,55.93239763437467,2413092.8,1.8450247878110984,130789180.50000001,7.896274290336451,0.7878725788529846
35,53398988.4,51.87308173546871,49542627.2,48.126918264531305,3333310.6999999997,3.238059438422103,102941615.6,6.215003638378006,1.077839255161664
50,51365286.1,56.362103066407876,39769152.3,43.63789693359211,1448590.4,1.589509328671081,91134438.4,5.502156372194495,1.291586144771811
38,47663544.8,47.28158453824249,53144296.7,52.71841546175751,451474.9,0.44785692589202003,100807841.5,6.086179025341947,0.8968703653952014
17,46893997.00000001,55.1186356068367,38184300.90000001,44.8813643931633,1848205,2.1723577523522595,85078297.90000002,5.136522561003093,1.228096256700093
4,46665944.1,48.38400510879968,49783169.599999994,51.61599489120034,742478.1000000001,0.7698132948213916,96449113.69999999,5.823024916308326,0.9373839487311392
28,45656059.199999996,48.3000812109653,48869784.349999994,51.699918789034705,1100386.6,1.1641119070447061,94525843.54999998,5.70690928211933,0.934239015114459
57,40638676.2,44.889782059205594,49891226.9,55.11021794079441,1169300.4,1.2916178632251292,90529903.1,5.46565811959637,0.8145455368627145
44,39640059.8,48.70007672336602,41756238.660000004,51.299923276633976,647323.2,0.7952735102789831,81396298.46000001,4.914225292957245,0.9493206541606637
36,39515022.699999996,56.676196361170824,30205645.3,43.32380363882917,621259,0.8910686283154947,69720668,4.209320038009438,1.308199917847807
7,38657221.6,57.06618413567936,29083809.599999998,42.93381586432064,5866834,8.660680087196546,67741031.2,4.08980132011332,1.3291663689064999
52,35094111.199999996,50.32886591513769,34635477.5,49.671134084862324,648818.6,0.9304781687318343,69729588.69999999,4.20985861691782,1.0132417316897102
6,33961683.3,45.714374457925864,40329354.70000001,54.28562554207414,1198509.5,1.613262557995219,74291038,4.485251846667915,0.8421082745467283
26,33667599,58.98394143418416,23411663.899999995,41.01605856581585,1159184.7,2.0308333378986227,57079262.89999999,3.4461070436069066,1.438069465878502
54,33418762.400000002,60.00195108721942,22277363.799999997,39.99804891278057,179021,0.3214245086941073,55696126.2,3.362601460633775,1.5001219488995374
37,32827463.1,78.01943577022143,9248543.7,21.980564229778572,6188,0.014706718794427044,42076006.8,2.540299506921841,3.549473751202582
25,30342368.4,46.21968258239219,35305785.6,53.78031741760781,66645,0.10151846767846665,65648154,3.963445819115351,0.8594163218393304
22,29727071.999999996,63.532768308893225,17063069.200000003,36.46723169110676,187592,0.4009220643258072,46790141.2,2.8249109565968444,1.7421878591455275
13,29549202.89999999,53.44247553034533,25742402.900000002,46.55752446965467,318800,0.576579383773296,55291605.8,3.3381789203118197,1.1478805228396136
39,29215833.299999993,57.702690735509556,21415832.099999998,42.29730926449044,529407.1,1.0456047531077264,50631665.39999999,3.056839382634847,1.3642165834873161
21,28934743.36,50.063026734779605,28861888.7,49.93697326522039,661726,1.1449213845420043,57796632.06,3.489417534835104,1.0025242512975252
32,28096777,45.34970460171722,33859033.400000006,54.65029539828278,553340.7999999999,0.8931217208321753,61955810.400000006,3.7405240320966744,0.8298162758538759
48,28037249.26,58.59238331292674,19814105.6,41.407616687073265,304417.5,0.6361732094956193,47851354.86,2.888980737506679,1.4150146277609421
14,27836241.499999996,40.00562393480705,41744579.300000004,59.99437606519297,1127474.3,1.6203808564442805,69580820.8,4.200876894274506,0.6668229017222361
41,27598082.999999996,45.04349707088722,33671766.8,54.95650292911277,672775.6,1.0980532875404567,61269849.8,3.6991098032647733,0.8196208759678152
29,26308201.300000012,61.943968633762005,16162763.799999999,38.056031366238,189865.5,0.4470477644031686,42470965.10000001,2.564144744411077,1.6277043719465858
56,25789097.7,42.94225513436541,34266196.59999999,57.0577448656346,883331.3999999999,1.4708634938785075,60055294.29999998,3.6257821523675577,0.7526104516659433
43,25646062.90000001,57.53011334344448,18932439.400000002,42.46988665655552,760826.9,1.7067125649037334,44578502.30000001,2.6913853291801493,1.3546095333071557
59,23386722.599999998,48.739528470906905,24596348.5,51.26047152909311,246087.1,0.5128623374004921,47983071.099999994,2.896932982146149,0.9508209155517534
19,21271572.3,53.171777949500786,18733808.6,46.82822205049921,330091,0.8251165032651895,40005380.900000006,2.4152874073233215,1.1354643764215675
16,21004293.8,38.33386916777247,33788750.2,61.66613083222754,578738,1.0562253121034852,54793044,3.3080787185334026,0.6216357123502011
47,18017030.500000004,46.80672158659892,20475369.499999996,53.19327841340108,420570.6,1.0926068522617451,38492400,2.3239426023725773,0.8799367698834449
51,17139939.2,49.567698583921306,17438908.900000002,50.432301416078694,36365,0.1051654465031182,34578848.1,2.0876655714000703,0.9828561694017449
46,16775341.6,60.92649246519161,10758397.7,39.07350753480839,64690.7,0.23495065198064108,27533739.299999997,1.6623237252520007,1.5592788134240474
8,13022724.1,35.031625757318395,24151468.7,64.9683742426816,179106.5,0.4818033331984011,37174192.8,2.2443570771563204,0.539210441475139
53,11877893,34.52460312291596,22526247.6,65.47539687708404,408100,1.1861944314923534,34404140.6,2.077117769698851,0.5272912386881514
55,11842440.5,17.049853828712745,57615283.99999999,82.95014617128724,493142,0.7099887068716165,69457724.5,4.193445070440075,0.20554338498097138
20,11383387.5,70.13741869715273,4846732.9,29.862581302847268,0,0.0,16230120.4,0.979878319855251,2.348672339670296
