broker_number,total_purch_amount,total_purch(%),total_sell_amount,total_sell(%),matching_summary,matching(%),total_turn_over(%),turn_over_vs_market,Buy/Sell_Ratio
42,47278264.2,68.02412438104946,22223937.599999994,31.97587561895053,692789.2,0.9967874140067892,69502201.8,8.51693832408801,2.127357674006429
49,39273812.000000015,62.425342535513536,23639438.30000001,37.57465746448646,3628488,5.767446416609632,62913250.30000003,7.70951507572256,1.6613682398705727
58,36825556.400000006,47.639184146751134,40475423.99999999,52.36081585324885,1537287.8,1.98870414326595,77300980.4,9.472616196431579,0.909825092876112
34,32479667.19999999,54.44633173359665,27174796.5,45.55366826640335,1661014.9,2.7843933160696577,59654463.69999999,7.310176871108087,1.1952128951545227
17,31426818.76,70.7798074346882,12974006.699999996,29.22019256531182,81103,0.18266101848278568,44400825.45999999,5.440965641198098,2.422290930372343
57,31259911.88999999,56.55843694181107,24010200.899999987,43.44156305818893,1090275.3,1.9726308577341343,55270112.78999998,6.772909772734965,1.3019429541716165
28,30708034.300000004,70.40927385823032,12905587.34,29.590726141769686,656775,1.505894203011204,43613621.64,5.344500116224953,2.3794371763943296
45,27939398.900000017,44.36504002378795,35036761.79999999,55.63495997621206,717585.3,1.139455457468051,62976160.7,7.7172242415168375,0.797430968634779
44,26192945.8,47.781806015503044,28624877.099999994,52.21819398449696,3053144.8,5.569620678970818,54817822.89999999,6.717485268216053,0.9150413365442889
38,23267741.200000003,43.08103718769163,30741499.80000002,56.91896281230837,1302838.8000000003,2.4122516367152795,54009241.00000002,6.618400030713928,0.7568837353862607
35,21742695.599999994,34.503092072883035,41273962.599999994,65.49690792711696,2137347.6999999997,3.3917185725979992,63016658.19999999,7.722186885876971,0.5267896327453666
22,20822139.000000004,70.80693423300183,8584781.7,29.19306576699817,1574619.9,5.354589540549887,29406920.700000003,3.6035826695672686,2.4254709936305083
39,20560906.200000007,53.9462928293172,17552753.000000007,46.053707170682785,242103,0.6352132151089809,38113659.20000002,4.670523757589931,1.1713778573651665
43,20275841.400000002,77.92191360745696,5744876.599999999,22.078086392543046,30090,0.11563862303876472,26020718,3.188630642122862,3.529378054874148
25,20201615.700000003,39.74348189038414,30628393.999999996,60.256518109615854,128340,0.25248863959984646,50830009.7,6.228810691112455,0.6595714976110078
21,19649960.400000002,48.18888645453457,21126994.30000001,51.811113545465425,1647886.0000000002,4.041218899556518,40776954.70000001,4.9968892960169615,0.9300878355422283
33,19511370.299999997,49.41385706823685,19974254.700000007,50.586142931763156,13470,0.03411368061161499,39485625,4.838647181002942,0.9768259488550525
6,19343496.649999995,62.67369302926578,11520324.700000005,37.326306970734215,68487,0.22190058458201903,30863821.35,3.782114178771539,1.679075647060537
14,19161366.099999998,53.40045634364915,16721035.310000004,46.59954365635085,362284,1.0096425706308376,35882401.410000004,4.397100981182709,1.145943761540923
51,17507546.9,72.15878160313298,6754984.3,27.841218396867017,48510,0.19993791909065117,24262531.2,2.973178927644578,2.591796830675091
4,17235651.9,72.38011712797521,6577036.699999999,27.619882872024792,95883,0.402655078603766,23812688.599999998,2.9180543189196295,2.6205801618835425
16,16727341.199999997,53.11490207935504,14765404.799999997,46.88509792064497,493283.3,1.566339435754507,31492745.999999993,3.8591838588078993,1.132873864724657
36,16121846.200000001,57.75400954194039,11792832.5,42.24599045805961,309895.30000000005,1.1101517711540059,27914678.700000003,3.420720360899894,1.3670885429772703
41,16093896.999999998,44.819577793644655,19814288.200000003,55.18042220635534,591967,1.648557276573253,35908185.2,4.400260578195523,0.8122369492939946
29,14949627.9,55.83291577738241,11826025.300000003,44.16708422261759,190251,0.710537287658028,26775653.200000003,3.281141906090949,1.264129538095948
50,14693476,56.01138272395028,11539541.8,43.98861727604973,17293,0.06592074206574891,26233017.8,3.214646282721117,1.2733153754857058
26,13823354.300000003,62.61036072775534,8255027.2,37.38963927224466,124378,0.5633474537071478,22078381.500000004,2.7055288704707734,1.6745377047334262
56,12733971.999999998,46.37955073253463,14722033.5,53.62044926746536,18336,0.06678320340517123,27456005.5,3.3645136328518612,0.8649601293190916
52,12337783.899999997,52.87096964819792,10997865.099999998,47.12903035180209,196522,0.8421535651311864,23335648.999999993,2.8595969356119877,1.1218344458507679
59,11679217.6,52.401646221850676,10608665.400000004,47.59835377814933,27344,0.1226854968684105,22287883.000000004,2.7312016018101124,1.100912995144516
7,11080128.299999997,46.46486251621544,12766123.899999999,53.53513748378457,62412,0.2617266624396433,23846252.199999996,2.9221672693547385,0.8679320666784378
19,11031595.399999997,55.39947577980621,8881220.100000001,44.60052422019378,40714,0.2044612927790146,19912815.5,2.4401560969316476,1.2421261128299246
48,10797640,26.7335228060039,29592248.299999993,73.2664771939961,354799.8,0.87843719042917,40389888.3,4.949457407950835,0.3648806907314306
1,10221205.399999997,42.87108546169706,13620517.5,57.128914538302936,53496.2,0.22438059625296625,23841722.9,2.9216122399059983,0.7504270964741242
32,9938239.800000003,39.968307159992214,14927061.000000002,60.031692840007786,190396,0.7657096189240549,24865300.800000004,3.047043515727818,0.6657867747710016
8,9015468.3,11.873162711164344,66916012.8,88.12683728883566,322685.6,0.42496945315083545,75931481.1,9.304795022844216,0.1347281154803055
13,9013000.6,34.49829086873937,17112933.099999998,65.50170913126064,357258,1.3674458647194685,26125933.699999996,3.20152398369216,0.5266777207233985
55,8608757.1,34.40290173185833,16414588.799999999,65.59709826814168,760047.3,3.03735281060076,25023345.9,3.0664106772603077,0.5244576763324099
40,8179416.2,64.20799178242326,4559521.699999999,35.79200821757675,24745,0.19424696308473255,12738937.899999999,1.561054838534442,1.7939197876829935
18,7385648.1,71.78050830563183,2903563.1000000006,28.21949169436818,89637.5,0.8711795127696477,10289211.2,1.2608604464947408,2.5436499382431186
53,6789188.9,40.58667958326166,9938439.4,59.41332041673834,30360,0.1814961419246744,16727628.3,2.049836909474272,0.6831242438324875
47,6741467.2,24.6931562343688,20559486.699999996,75.3068437656312,174809,0.6403036342257625,27300953.899999995,3.3455133007753135,0.3279005598909238
5,5787209.000000001,45.75379336400891,6861379.4,54.246206635991086,89505,0.7076283706093242,12648588.400000002,1.5499832307409729,0.8434468730879392
54,5361797.500000001,50.27710227807477,5302694.4,49.72289772192522,75953.3,0.7122073954596936,10664491.900000002,1.3068480913943674,1.0111458619980063
37,4764473.2,48.607458616476734,5037465.3,51.39254138352327,18850,0.19230889889790678,9801938.5,1.2011490787188808,0.9458076465558979
46,4713924.699999999,49.083798367407624,4889905.600000001,50.91620163259236,27450,0.2858234594170203,9603830.3,1.176872505068,0.9640113911401477
11,4436666.6,61.389075869593114,2790460.6,38.6109241304069,49297.2,0.682113357573117,7227127.199999999,0.8856265705058406,1.589940599770518
3,3847534,39.20477702445718,5966407.800000002,60.79522297554283,273310,2.784915639096209,9813941.8,1.202619987023048,0.6448660783796909
10,3694067.0999999996,40.217036976308144,5491261.75,59.78296302369186,14200,0.1545943561944437,9185328.85,1.1255885033258937,0.6727173586289161
20,2814105.6999999997,49.00921765365533,2927887,50.99078234634469,0,0.0,5741992.699999999,0.7036352290534712,0.9611387666258977
