broker_number,total_purch_amount,total_purch(%),total_sell_amount,total_sell(%),matching_summary,matching(%),total_turn_over(%),turn_over_vs_market,Buy/Sell_Ratio
58,362454493.7000001,52.24231564651119,331340352.9,47.75768435348881,16551063.999999998,2.385584741816673,693794846.6000001,14.24868816453353,1.0939038681153048
34,326270712.59999985,56.613502113144975,250041828.44000003,43.386497886855025,14923833.200000001,2.5895381650152554,576312541.0399998,11.835916226289374,1.304864528609427
42,301162959.84999996,61.56722022184859,187998250.88000003,38.432779778151406,8202318,1.6768128420810935,489161210.73,10.046061293239708,1.6019455417286483
49,236395382.1,59.759513411761525,159182440.75000006,40.24048658823849,6560071.899999999,1.658351788464018,395577822.85,8.124109122771243,1.4850594135019248
45,212493463.89999992,47.26881534038885,237049141.23999995,52.73118465961115,10275829,2.2858409597906357,449542605.13999987,9.23240123316287,0.8964110259520465
28,170113527.40000004,52.8311779880707,151881048.29999995,47.1688220119293,11150229.299999999,3.4628624646113875,321994575.7,6.6129062824615445,1.1200444644284173
50,139826727.29999998,58.99351866373763,97193763.2,41.00648133626236,3438167.0999999996,1.450578003930002,237020490.5,4.867766133302497,1.4386388868622382
44,138469489.8,47.09702176989369,155539525.20000002,52.902978230106314,3649953.8000000007,1.2414428176632613,294009015,6.038157811097036,0.8902527484377327
35,133150857.20000002,49.616300274850104,135210258.93,50.38369972514989,2634786.3,0.9818062832633515,268361116.13000003,5.511418653455501,0.9847688944145416
38,132075242.10000002,48.41980269932323,140695886.11,51.580197300676765,3079915.7,1.1291208568191446,272771128.21000004,5.60198849155344,0.9387285282580322
33,129950020.5,48.10402280997268,140193748.99999994,51.895977190027324,4118764.3,1.5246564107783358,270143769.49999994,5.548029579724355,0.9269316315950724
17,124987832.96999997,48.46114358863453,132925669.92000005,51.53885641136547,2697782.6,1.0460028535809553,257913502.89000002,5.296852656244747,0.9402836415661672
59,120928431.69999996,60.665635192344844,78407537.2,39.33436480765515,1895399.8,0.950856892742151,199335968.89999998,4.093826978897673,1.5423062121124747
57,120336081.44999997,43.33685126655022,157340025.45,56.66314873344977,6398269.7,2.304220471624597,277676106.9,5.702723618298746,0.764815444168342
14,93278840.40000002,50.04781640591347,93100600.5,49.95218359408652,1455972.7,0.7811873954387422,186379440.90000004,3.827734591397592,1.0019144871143986
