broker_number,total_purch_amount,total_purch(%),total_sell_amount,total_sell(%),matching_summary,matching(%),total_turn_over(%),turn_over_vs_market,Buy/Sell_Ratio
34,92506401.20000003,64.52131524656927,50866995.400000006,35.47868475343074,4949435,3.4521292773780874,143373396.60000002,9.721776612483415,1.8185937752478303
58,81820510.90000002,47.33071823550268,91049274.20000003,52.66928176449732,2925844.1999999997,1.6925133552445186,172869785.10000005,11.721849894363276,0.8986399026122055
33,81053745.69999999,76.29489420816898,25183698.55,23.705105791831024,321890,0.3029910991105192,106237444.24999999,7.203684402910075,3.218500473195983
44,78207601.60000001,59.00999838097434,54325195.800000004,40.99000161902566,719540.5,0.542915047532227,132532797.4,8.98670381469028,1.439619323010337
50,63925328.59999999,66.88847618902504,31644689.200000003,33.111523810974965,5645704,5.907400804104487,95570017.79999998,6.480353998272113,2.02009658543273
35,62600002.400000006,28.279107576684982,158764841.70000005,71.72089242331502,20390504.7,9.21126603589716,221364844.10000005,15.010173541479851,0.3942938608428694
45,62186607.59999999,52.86873758397979,55437929.019999996,47.13126241602023,1924413.5,1.6360646811447566,117624536.61999997,7.97581347923869,1.1217339590294817
49,60504536.18,58.40041564434478,43098384.29999999,41.59958435565522,3376590,3.2591648810245974,103602920.47999999,7.02504420759076,1.4038701719962159
42,57093019.10000002,62.36765363948942,34449656.9,37.63234636051058,700908.3,0.7656628914802533,91542676.00000001,6.207270439884011,1.6572884677989352
36,41503355.20000001,62.71666934979127,24672600.299999997,37.28333065020873,321418,0.48570209160032446,66175955.50000001,4.48721918950927,1.6821638050043721
57,40840107.260000005,55.12387106692911,33247772.400000006,44.87612893307089,663209.6,0.8951661230467988,74087879.66000001,5.023706160471012,1.2283561968801253
41,35948970.78,57.667478505562045,26389407.299999993,42.33252149443795,877529.4,1.4076872498573034,62338378.08,4.22700305949432,1.3622500259791743
56,33987922.9,59.01076246727677,23608219.699999996,40.98923753272324,501094,0.8700131248025628,57596142.599999994,3.905444422580832,1.4396648003068189
38,33749625.199999996,48.013650106530726,36542104.60000001,51.98634989346927,615538.8,0.8756916379087315,70291729.80000001,4.766299125403043,0.9235818672578587
14,32596782,46.00164214273775,38263257.94999998,53.998357857262235,6103553,8.613533105974494,70860039.94999999,4.804834756530768,0.8519081684731453
17,31385409.299999993,53.25211220891636,27551988.670000006,46.747887791083635,836669.6,1.41959032603692,58937397.97,3.9963914559681526,1.1391340812423463
22,29751057.649999995,64.94301491777628,16059962.5,35.056985082223726,272034.4,0.593818690588579,45811020.14999999,3.1063259631827425,1.8524985752613055
26,27353739.599999998,51.84800808826617,25403811.96,48.15199191173382,1595053.0999999999,3.023364528556601,52757551.56,3.577352166098406,1.076757285208625
29,27050177.300000004,52.57710429913828,24398409.799999997,47.422895700861716,316621,0.615412429858545,51448587.1,3.488594695217647,1.1086860792050475
25,26363193.899999995,51.11197477815631,25216096.5,48.8880252218437,202185.1,0.3919889134418957,51579290.39999999,3.4974573455785043,1.0454906809227984
52,26255461.700000007,57.21349072348757,19634871.799999997,42.78650927651244,611195.4,1.3318608808977168,45890333.5,3.111703994877416,1.3371852878611619
28,26254645.400000002,25.596182229940933,76317859.99999999,74.40381777005906,2376597.8,2.316993029206051,102572505.39999999,6.95517444469575,0.3440170544614328
4,25930385.099999998,49.85798491746252,26078104.899999995,50.14201508253748,2973498,5.717331920230717,52008489.99999999,3.5265602526192605,0.9943354856280221
6,25534154.199999996,43.11185406318624,33693533.29999999,56.88814593681375,561357.2,0.9477952351254642,59227687.499999985,4.016075232948594,0.7578354568115302
16,22283676.88,47.619416263662075,24511682.299999997,52.38058373633794,694819.2,1.4848036475740116,46795359.17999999,3.173071429130702,0.9091043449106715
51,21933415.2,64.8771942891284,11874173.8,35.12280571087161,777242.8,2.2990187203234163,33807589,2.292404559414975,1.847152953075354
7,21579301.299999997,56.74178248819297,16451406.149999999,43.25821751180703,527296,1.3865006342394508,38030707.449999996,2.578763222546188,1.3116995047867077
39,21052623.299999997,51.72472309439469,19648654.619999994,48.275276905605324,325075.4,0.7986859789487419,40701277.91999999,2.7598476507101415,1.0714536800179149
32,20421995,38.746306575533865,32284951.3,61.25369342446615,165343,0.31370248441048465,52706946.3,3.573920755217423,0.6325546168626248
59,20370759.899999995,49.31443929315015,20937141.380000006,50.685560706849856,468177,1.133383651777721,41307901.28,2.8009812008225636,0.9729484808971562
21,19793959.959999997,55.12285095685595,16114850.3,44.87714904314405,496993,1.384041956281734,35908810.26,2.4348829004987973,1.2283055437381256
19,19661779.1,43.89726321980644,25128664.900000002,56.10273678019356,36944,0.08248187939373854,44790444,3.037123352505886,0.7824442396062196
43,18739836.500000004,45.43392793826778,22506512.539999995,54.56607206173222,636447.6,1.5430398442848456,41246349.04,2.796807503738805,0.8326406175410065
48,17689059.000000004,35.78834522833827,31737811.359999992,64.21165477166171,549417.3,1.1115761447130394,49426870.36,3.351507348568302,0.5573496798299707
13,17566997.700000007,33.43383577021372,34975575.70000001,66.56616422978627,624735.9000000001,1.1890089494550715,52542573.40000002,3.562775056971854,0.5022647189764485
55,17187660.2,41.66130799173659,24068030.099999998,58.33869200826341,875324.5,2.121706105593875,41255690.3,2.797440910250422,0.7141282493244016
1,15666609.299999997,53.983761918994965,13354356.9,46.01623808100504,122691.7,0.4227691771337373,29020966.199999996,1.9678361339374977,1.173145919141939
54,15607910,70.8327173215824,6426978.1,29.167282678417592,23946,0.10867311824469848,22034888.1,1.4941283729708967,2.428499017290879
37,12082980.600000001,68.05862924338392,5670801.3,31.941370756616084,0,0.0,17753781.900000002,1.2038377115392365,2.130736021380259
53,11325346.7,37.973756816491424,18498794.1,62.026243183508576,157558,0.5282901561408937,29824140.8,2.0222973117235363,0.6122208095715816
47,11299524.600000003,39.081205234422065,17613413.3,60.918794765577935,93985,0.3250620892455207,28912937.900000006,1.9605110162704016,0.6415295211405732
10,10935600.58,69.84973310927852,4720294,30.15026689072149,38441,0.24553691137590683,15655894.58,1.0615854362436847,2.316720225477481
46,10835735.799999999,55.20872248975929,8791119,44.79127751024072,38420,0.1957521996850968,19626854.799999997,1.330845906535828,1.2325775364888132
3,9505401.42,52.040279663175056,8760068.1,47.95972033682494,270390,1.4803342432776403,18265469.52,1.238533916379049,1.0850830508954605
5,7640790.2,28.07912680741834,19570847.299999993,71.92087319258165,30861,0.11341103599516937,27211637.499999993,1.8451502671233817,0.3904169340690734
8,6603058.7,14.550524969591699,38777150.7,85.4494750304083,44430.1,0.0979063353550766,45380209.400000006,3.0771138082566707,0.17028220436010527
11,6342765.8,31.532134361952817,13772478.31,68.46786563804719,17520.600000000002,0.0871011055306552,20115244.11,1.3639623136541688,0.4605391751021752
40,6120208.299999999,33.164475362413334,12333900.299999999,66.83552463758667,112843.20000000001,0.6114800906720578,18454108.599999998,1.2513250410900079,0.496210294484057
18,6002380.6,22.616508155545073,20537439.6,77.38349184445492,23680,0.08922441757913642,26539820.200000003,1.7995960857348823,0.29226528315632877
20,2113270.8,35.7400250922695,3799626,64.25997490773051,0,0.0,5912896.8,0.4009381320765055,0.5561786344234932
