broker_number,total_purch_amount,total_purch(%),total_sell_amount,total_sell(%),matching_summary,matching(%),total_turn_over(%),turn_over_vs_market,Buy/Sell_Ratio
49,114323568.69999999,54.030305443457,97267996.00000006,45.96969455654299,56123429.4,26.524417208962575,211591564.70000005,17.601213946025062,1.1753461919787052
58,81580475.19999999,61.78188274252505,50465476.75000002,38.21811725747494,2373763.0999999996,1.7976795690782243,132045951.95000002,10.984223564269975,1.6165600813431322
45,49505373.69999999,50.55564343112928,48417173.30000002,49.444356568870724,1320176.4,1.348184295083746,97922547,8.145673020237815,1.0224755045747367
34,47195740.700000025,43.02784744410087,62490761.19,56.972152555899136,4126991.0000000005,3.762533154844145,109686501.89000002,9.124255919626327,0.7552434920180243
33,42362745.4,55.89383738616051,33428696.7,44.10616261383949,1977936.2,2.6097091507907857,75791442.1,6.304700234961071,1.2672568655660452
28,39900049.300000004,35.87850534834644,71308734.1,64.12149465165355,1507832.2999999998,1.3558572029122653,111208783.4,9.250886688587165,0.5595394421677162
44,35092870.38999998,41.8791902233213,48702614.19999999,58.12080977667868,2525052.8,3.0133518677703734,83795484.58999997,6.970515360905762,0.7205541420402847
48,33886986.300000004,52.14409698269854,31100209.30000001,47.855903017301465,786804.8,1.210707421263151,64987195.60000001,5.405950540275854,1.0896063744497049
57,33397135.89999999,57.79686380042408,24386511.35,42.20313619957592,604256.2000000001,1.0457218067002514,57783647.24999999,4.806724404495565,1.3694921516521055
56,33299460.6,71.99769655530089,12951269.899999999,28.002303444699102,819278.4,1.77138477845231,46250730.5,3.847360379628813,2.571134788875028
41,30941714.3,61.854861550741404,19081377.699999996,38.14513844925859,253724,0.5072137484024378,50023092,4.161163729669676,1.6215660518055783
14,30314354.900000002,54.53460279124423,25273021.460000005,45.46539720875577,2458793,4.423293850165084,55587376.36000001,4.624027925677397,1.1994749004577467
50,29844252.500000004,48.45086016822769,31752698.299999993,51.549139831772315,623159,1.0116718310023878,61596950.8,5.123933513090464,0.9398965788050841
42,29808495.559999995,45.38006010071292,35877833.400000006,54.61993989928708,896614,1.3649933162591523,65686328.96,5.464107848501305,0.8308332119073831
6,29660459.8,60.895670057509896,19046549.700000003,39.10432994249011,162040,0.33268312233375774,48707009.5,4.051685595765978,1.5572615653322237
39,28454769.150000006,61.25105058162414,18001199.980000004,38.74894941837585,548482,1.1806491399741463,46455969.13000001,3.86443312561347,1.5807151290810781
38,27891682.39999999,59.59180596671653,18912877.299999997,40.40819403328347,193079,0.41252177402707213,46804559.69999999,3.8934305821559163,1.474745590402577
17,27202664.800000004,20.294364207547783,106837823.09999995,79.70563579245223,1804015.5000000002,1.3458735701901312,134040487.89999995,11.15013875105335,0.2546164271293545
25,26542071.599999998,59.62636971176216,17971910.599999998,40.37363028823784,1054536,2.3689994646221524,44513982.199999996,3.7028892215179647,1.4768642127565448
21,26035466.900000006,52.247600702158245,23795466.099999994,47.752399297841755,279185.6,0.5602656486484008,49830933,4.145179010829633,1.0941356135066425
32,21076387.399999995,45.04796450283935,25710160.299999993,54.952035497160644,219370.4,0.46887494543650643,46786547.69999999,3.891932256520651,0.81976880556439
26,20765292.700000003,56.146662749839834,16218726.799999999,43.853337250160166,1879819,5.082787175147363,36984019.5,3.0765103548736255,1.2803281636139283
47,18799875.599999998,49.30491988267947,19329941.15,50.69508011732052,242913,0.6370683646152062,38129816.75,3.1718233346921307,0.9725780049775268
43,18673844.799999997,67.27188110598757,9084922.300000003,32.72811889401241,121166,0.43649633127978515,27758767.1,2.309109057810099,2.05547655591947
59,18564593.6,61.49076030672044,11626273.300000003,38.50923969327956,0,0.0,30190866.900000006,2.5114229306649976,1.5967793910366788
55,17423363.450000003,64.81187798129746,9459615.399999997,35.188122018702536,6841,0.025447328728601813,26882978.85,2.2362567379101037,1.8418680583990772
16,16718835.300000004,47.768966157844126,18280530.69999999,52.23103384215586,274822.6000000001,0.7852216523007877,34999366,2.9114172382753556,0.9145705655033315
53,16549005.600000013,56.84068401786037,12565713.7,43.15931598213964,109950,0.3776440324465019,29114719.300000012,2.4219037469869664,1.3169968690278224
51,16198627.599999996,66.00827827793495,8341669.5,33.99172172206506,73347.9,0.2988875794824832,24540297.099999994,2.0413810927128995,1.941892758997464
35,15996529.099999998,36.094375700965244,28322090.600000005,63.905624299034756,363359.5,0.8198800018133235,44318619.7,3.686638019990127,0.5648074969437459
